City Code,"City, State",Type of Alert,Other Codes,Address,Alert Description,Random Code,Date,Time of day
IND," Taylorsville, Indiana", Major Accident, ISP 42 Dsp, I-65 NB at 59 mile marker, ISP on scene of MVA involving multiple semis with entrapment. NB lanes closed., IND006,2019-04-15, 17:56
FLA," Jacksonville, Florida", Major Accident, A3, 1922 Kings Rd," R4 o/s of a MVA, issuing a trauma alert, unk criteria, requesting a second rescue, E7 o/s", FLA207,2019-04-15, 17:55
FLA," Lehigh Acres, Florida", Brush Fire,, Joan Ave N & 47th St, FD o/s 4 separate brush fires on both sides of the canal-full 1 Alarm assignment + Forestry Service., FLA040,2019-04-15, 17:51
NYC," Manhattan, New York", Trauma Alert,, 1st Ave & E 14th St, Box 7119: BC6 o/s rpted subj struck by a train-unk severity. No entrapment., NYC016,2019-04-15, 17:49
MCH," Scio Twp, Michigan", 3 Alarm Fire, 81INTEROP4, 7145 W Liberty Rd, U/D: Cmd req 3rd alarm for a fully involved barn fire. M/A Putnam & Hamburg Twp. M/A:Livingston County, MCH048,2019-04-15, 17:49
LAX," Santa Clarita, California", Brush Fire,, N/B 14 Fwy & Newhall Ave," E-73 o/s car fire spread to vegetation, now 2-3 acres burning moving uphill, moderate ROS", LAX111,2019-04-15, 14:35
CON," Ansonia, Connecticut", Major Accident,, Father Salemi Drive & Main Street," FD & EMS o/s 2 car MVA w/ injuries & entrapment, 2 EMS units are o/s", CON105,2019-04-15, 17:26
DEL," Wilmington, Delaware", 2 Alarm Fire,, 218 N Market St, FD o/s working fire in a 3 sty mixed occupancy-2nd Alarm struck by CMD., DEL011,2019-04-15, 17:24
HWI," Honolulu, Hawaii", Airport Alert,, Honolulu Airport, IFE. UAL 1122 ETA 1315 HST. Medical Emergency. R9 on stby., HWI016,2019-04-15, 11:03
MCH," Scio Twp, Michigan", 2 Alarm Fire, 81INTEROP4, 7145 W Liberty Rd," Eng 16-2 o/s working fire in a barn. 2nd alarm req. M/A Manchester, Saline, Dexter, Chelsea", MCH048,2019-04-15, 17:01
MAS," Chicopee, Massachusetts", Working Fire,, 12 Chapman St, FD o/s flames showing from the 2nd floor of a 3 sty dwelling-transmitting W/F. Lines operating., MAS212,2019-04-15, 16:49
FLA," North Fort Myers, Florida", Major Accident,, Pine Island Rd & N Cleveland Ave," BC 1 o/s 1 car overturned with 1 victim pinned & extricated,EMS transporting", FLA216,2019-04-12, 13:57
NYC," Manhattan, New York", 1 Alarm Fire All Hands,, 225 East 99th St, Box 1278:Div 3 o/s fire in apt 12G on 12th floor of a 14 story apartment building fire is PWH, NYC112,2019-04-12, 13:53
FLA," Deerfield Beach, Florida", Armed Robbery, 9A, 3390 W Hillsboro Blvd," BSO o/s, armed robbery to Dunkin Donuts, perimeter established, papa unit circulating", FLA111,2019-04-12, 13:47
PEN," East Stroudsburg, Pennsylvania", 1 Alarm Fire,, 271 Shawnee Dr, FD/EMS o/s Fully Involved Shed Fire Extending into the Woods, PEN125,2019-04-12, 13:45
LAX," Orange, California", Perp Search/Chase,, 331 The City Drive, OCSD o/s in search of a 15 year old inmate that escape from jail. Wants murder. Countywide search, LAX062,2019-04-12, 10:28
HWI," Honolulu, Hawaii", Technical Rescue,, Kokohead Trail, BC_2 o/s inj. hiker. Air 1 transporting to LZ. EMS transporting 1 stable., HWI016,2019-04-12, 07:17
PEN," Biglerville, Pennsylvania", 1 Alarm Fire,, 451 Winding Hill Rd," FD o/s smoke showing from eaves of a house, active kitchen fire", PEN028,2019-04-12, 13:13
MAR," Annapolis, Maryland", Special, Juliet," Chesapeake Bay, Buoy 9"," U/D: TRP7 hoisting pt from Cargo Hold 6 via basket, onshore L/Z for ground txp @ USCG Stn Annapolis M/A:Anne Arundel County", MAR101,2019-04-12, 13:11
MAR," Lothian, Maryland", Trauma Alert, Charlie, 5165 Solomons Island Rd, Box 9-01: E94 rqstg EAGLE1 for walk-in ped. head trauma due 6-ft fall of a 150lb stove. L/Z Stn 9., MAR101,2019-04-12, 13:05
VIR," Dulles International Airport (IAD), Virginia", Airport Alert, 3M IAD Alert, Runway 19C," BC302 I/C Alert 2 for inbound aircraft w/ electrical problems, 330 souls on board, 3 hrs fuel remain", MAR160,2019-04-12, 13:02
MNE," Brooksville, Maine", Technical Rescue,, 342 Coastal Rd, FD o/s male worker pinned under a tree with possible broken leg, MNE031,2019-04-12, 12:43
PEN," Philadelphia, Pennsylvania", 1 Alarm Fire,, 2423 Christian St, Squad 47 o/s fire on roof of a 3 story MOR 2 & 2 I/S, PEN062,2019-04-12, 12:38
MAR," Annapolis, Maryland", Special, Juliet," Chesapeake Bay, Buoy 9", AACoFD SOC1 I/C airlift of a sick person off a cargo ship. MSP TRP7 e/r w/ hoist eqpt M/A:USCG M/A:Anne Arundel County, MAR101,2019-04-12, 12:34
NHA," Groton, New Hampshire", Working Fire,, Halls Brook Rd & North Groton Rd, FD reporting a fully involved dwelling M/A req, NHA170,2019-04-12, 12:34
IND," Indianapolis, Indiana", SWAT/ERT, SW 1, 5700 Port Lillian Dr., PD at apt complex heard shots fired. On duty SWAT requested to search., IND006,2019-04-12, 12:26
ILL," Morris, Illinois", Search & Rescue, 154.265, Route 47 and Illinois River Bridge, MFD on scene of a person that jumped into the river. Requesting MABAS 15 divers M/A:Plainfield, ILL226,2019-04-12, 11:22
FLA," Pompano Beach, Florida", Major Accident, Tac 2, 1800 S Dixie Hwy," FD o/s, train versus pedestrian with fatality, roadway blocked, tracks shutdown M/A:Oakland Park", FLA111,2019-04-12, 12:20
ORE," Portland, Oregon", Hazmat,, 4911 NE 21st Ave, PFD reports 2 inch gas main struck - closing roadways in area, ORE011,2019-04-12, 09:08
ONT," Ottawa, Ontario - Canada", 2 Alarm Fire,, 35 William St," U/D: Heavy fire in the common cockloft, fire extending to 2 attached structures.", ONT003,2019-04-12, 11:59
SCA," Longs, South Carolina", Search & Rescue,, Waccamaw Lane, U/D:Subjects Have Been Safely Located, SCA021,2019-04-12, 11:52
MAS," Boston, Massachusetts", Officer Assist, 460.175, 87 Minot St," Off duty BPD Sergeant requested assistance for 3 teens trying to B&E a house,multiple units arriving", MAS198,2019-04-12, 11:51
SCA," Longs, South Carolina", Search & Rescue,, Waccamaw Lane, FD searching for 2 kayakers on land in distress in area of Waccamaw Ln landing, SCA021,2019-04-12, 11:44
FLA," Winter Garden, Florida", Trauma Alert, FD11, 1229 Winter Green Way Dr, E24 issuing trauma alert for male that fell from roof, FLA057,2019-04-12, 11:37
WSC," Greenfield, Wisconsin", Major Accident,, I-894 & Loomis Rd," Accident with entrapment EB, reported vehicle off the freeway. M/A:Milwaukee [WSC059]", WSC039,2019-04-12, 10:30
ONT," Ottawa, Ontario - Canada", 2 Alarm Fire,, 35 William St," OFS rptg fire in a 1st floor restaurant, 2 storey building. All occupants are out.", ONT003,2019-04-12, 11:27
FLA," Ponte Vedra Beach, Florida", Trauma Alert, A:1-TG:10000, 205 Royal Tern Rd N," R10 o/s Issuing Trauma Alert for an Unspecified Non-Violent Injury, Helicopter Responding", FLA077,2019-04-12, 11:26
NYK," Rose, New York", 1 Alarm Fire,, 10388 Caroline St," FD o/s fire in a dwelling with extension to exposure, Command reporting possible person in the house", NYK182,2019-04-12, 11:24
LOU," Shreveport, Louisiana", Officer Assist, 406.6000, 3102 Hollywood Ave," DEA agent in physical altercation with a perp, additional agents en route to assist [LOU014]", NYK000,2019-04-12, 10:24
NYC," Manhattan, New York", Technical Rescue, 482.10625, 1st Ave & E 14th St," FD & ESU o/s rptg an MTA contractor fell into a hole, now removed.", NYC249,2019-04-12, 11:22
KTY," Lexington, Kentucky", 1 Alarm Fire,, 778 Rebecca Dr, LFD reports residential structure fire, KTY002,2019-04-12, 11:18
NJY," Jersey City, New Jersey", 3 Alarm Fire,, 26 Gates Ave," Box 917: Heavy fire throughout a 2 1/2 story frame dwelling with collapse, ext to exposures.", NJY025,2019-04-12, 11:15
MAS," Boston, Massachusetts", Suspicious Device, 460.450, 10 Causeway St," FPS o/s susp device on the loading dock at the Tip ONeill Building, request Boston & State EOD Units", MAS198,2019-04-12, 11:12
NHA," Concord, New Hampshire", Major Accident,, Manchester St & Airport Rd, U/D: 2nd patient is a trauma alert - both transported to Concord Hosp, NHA021,2019-04-12, 11:08
NHA," Concord, New Hampshire", Major Accident,, Manchester St & Airport Rd," Delayed, FD reports 3 veh MVA w/ heavy damage - 1 veh fully involved, 1 traumatic arrest", NHA021,2019-04-12, 11:05
NJY," Jersey City, New Jersey", 2 Alarm Fire,, 26 Gates Ave," U/D: Command rpts extension to both exposures, evac tones sounded, collapse of rear of bldg.", NJY025,2019-04-12, 10:58
NJS," Somers Point, New Jersey", Major Accident,, E Maryland Ave & Shore Road," Units o/s with MVA with entrapment, FD enroute", NJS049,2019-04-12, 10:55
OHI," Pataskala, Ohio", 1 Alarm Fire, XFD45OP1, 117 Cypress St, Medic 404 o/s of a large commercial structure with heavy fire showing., OHI043,2019-04-12, 10:54
NYK," Bloomington, New York", 2 Alarm Fire,, 530 Hickory Bush Rd, FD reports heavily involved residence, NYK103,2019-04-12, 10:48
NJY," Jersey City, New Jersey", 2 Alarm Fire,, 26 Gates Ave," JCFD o/s rptg heavy fire showing from the top floor of a 2 1/2 story frame dwelling, extens to exp B", NJY025,2019-04-12, 10:43
MAS," Boston, Massachusetts", Special, 462.9750, 159 Washington St," Brighton, A14 o/s requesting immediate assist for combative patient, multiple units enroute", MAS198,2019-04-12, 10:32
VIR," Culpeper, Virginia", 1 Alarm Fire,, 13290 Brock La, FD o/s rptg fire showing from the B side of a 1 story frame single family dwelling., VIR123,2019-04-12, 10:29
FLA," Kendall, Florida", Hazmat,, 10500 Sw 98th St, FD reports residential gas line ruptured - mitigation and evacs in progress - gas co enroute, FLA110,2019-04-12, 10:23
PEN," Pittsburgh, Pennsylvania", 1 Alarm Fire,, 1600 Smallman St, FD reports roofing materials on fire on a commercial structure, PEN106,2019-04-12, 10:17
OHI," Columbus, Ohio", 1 Alarm Fire, BN4 FG, 3516 E Deshler Ave, Engine 23 on scene of a 2 story split level home. Smoke showing. Working fire declared, OHI065,2019-04-12, 10:15
NYC," Bronx, New York", Trauma Alert,, 1490 Boone Ave, Delayed - EMS rptd a female patient with serious injuries from smoke inhalation., NYC249,2019-04-12, 10:13
MCH," South Lyon, Michigan", Hazmat, 155.745, 920 S Parkwood Dr, Chief-7 o/s small natural gas line struck by construction crew. MichCon requested., MCH048,2019-04-12, 09:56
ILL," Highland Park, Illinois", Working Fire,, 702 Marion Ave, FD o/s heavy smoke showing from 2 sty single family-W/F transmitted. Lines charged., ILL034,2019-04-12, 08:48
DFW," Grand Saline, Texas", Veh Pursuit, SO 1, Us-80 @ Fm1255, U/D: Suspect foot bailed in pasture at FM47 & CR-2406, DFW156,2019-04-12, 08:47
DFW," Grand Saline, Texas", Veh Pursuit, SO 1, Us-80 @ Fm1255, U/D: Suspect struck a pedestrian at US-80 & 4th St. EMS responding. Suspect has multiple warrants, DFW156,2019-04-12, 08:41
OHI," Northeast Ohio Wx, Ohio", Thunder Storm Warning,," Erie, Huron, Lorain County", NWS has issued a Severe Thunderstorm Warning until 10am EDT., OHI090,2019-04-12, 09:40
FLA," Jacksonville, Florida", Major Accident,, US 17 Roosevelt & Birmingham Gate," FHP o/s MVA w/ one fatality reported, all lanes closed [NCA016]", MAS133,2019-04-11, 17:38
LAX," Castaic, California", Major Accident, Blue 12/45.7, SB I-5 & Templin Highway, CHP on scene overturned semi truck with several other vehicles involved. No injuries. Diesel spill., LAX081,2019-04-11, 14:34
MAS," Lynnfield, Massachusetts", Major Accident,, 618 Salem St," Eng 1 o/s 1 car overturned, 1 entrapment, victim is unresponsive", MAS386,2019-04-11, 17:33
HOU," Houston, Texas", Missing Person, 85 year old man driving a 2007 red ford sports trac last seen on Sunday tags 105WGA, HOU027, 16:26,2019-04-11,,
DEL," Belvedere, Delaware", 1 Alarm Fire,, 101 Meadowbrook drive, Units on scene with smoke showing from a 2 story multi family dwelling., DEL003,2019-04-11, 17:20
CON," Derby, Connecticut", Perp Search/Chase, 155.490, Camptown Street & Roosevelt Drive," PD chasing suspect wanted for unk crime committed yesterday, suspect in river, headed toward 1st St M/A:Shelton", CON105,2019-04-11, 17:17
CON," Southington, Connecticut", 1 Alarm Fire,, 328 Jude Lane, SFD o/s fire in the ceiling of a 1 story dwelling with heavy smoke, CON203,2019-04-11, 17:13
CON," New Haven, Connecticut", 1 Alarm Fire,, 24 Sherland Ave," FD o/s basement fire in a 2 story wood frame dwelling 1 line operating, truck 3 to roof", CON203,2019-04-11, 17:10
NYC," Queens, New York", Violent Crime, SOD, 101-38 133rd St.," PD rptg a strong armed robbery of a house, jewelry & cash taken, ESU & Aviation reqd.", NYC249,2019-04-11, 17:08
NJY," Paterson, New Jersey", Shooting/Stabbing,, 224 Rosa Parks Blvd, PD req EMS for GSW victim. Perp & weapon in custody., NJY072,2019-04-11, 17:02
NHA," Manchester, New Hampshire", Working Fire,, 1082 Dunbarton Rd, FD o/s fire through the roof of a 1 story dwelling & EMS requested for 1 burn victim, NHA170,2019-04-11, 17:01
NYC," Brooklyn, New York", Violent Crime,, Bergen St & Classon Ave., PD o/s confirming shots fired. Ballistics found. Unknown perp info., NYC249,2019-04-11, 16:52
NYK," Woodbury, New York", Major Accident,, Rt 6 & Rt 32 Overpass," U/D: Command advising confirmed pin, tools going to work, additional Rescue requested", NYK195,2019-04-11, 16:51
VIR," Painter, Virginia", Hazmat, Tac 7, 33307 Lankford Hwy.," FD, VSP, Hazmat 1 on scene of a nitrogen fertilizer spill. North Bound US 13 reduced to 1 lane.", VIR040,2019-04-11, 16:45
CAL," Oxnard, California", Technical Rescue,, 3000 Camino Del Sol," Medic 692 o/s rptg a collapsed crane with occupant trapped, now rptg victim is deceased", CAL073,2019-04-11, 13:44
MCH," Northville Twp, Michigan", Hazmat, 82NTFDISP, W 7 Mile Rd & Gerald Dr, Delayed- Construction crew struck natural gas line. area secured., MCH048,2019-04-11, 16:38
HWI," Wahiawa, Hawaii", Brush Fire,, 71-101 Kamehameha Hwy., BC_5 o/s 6 to 8 acre brush fire. No threat to structures. Kam Hwy Closed., HWI016,2019-04-11, 10:36
WVA," Bancroft, West Virginia", Brush Fire, 155.115, Plymouth Hollow Rd," Sta 500 O/S 3-5 Acre Brush Fire, Quickly Spreading - WVDOF Enroute - M/A:Poca M/A:Eleanor", WVA001,2019-04-11, 16:29
FLA," Lehigh Acres, Florida", Brush Fire,, Lee Blvd & Williams Ave," Units o/s large brush fire, DOF o/s with forestry bulldozers", FLA216,2019-04-11, 16:24
NYC," Queens, New York", 1 Alarm Fire All Hands, 482.01325, 93-08 210th St," Box 5508: BC-54 rpts AHW fire on flr #2 of a 2.5-stry WDFR 20x40 private dwell, L-165 FAST, DWH", NYC249,2019-04-11, 16:11
NYC," Queens, New York", 1 Alarm Fire (10-75), 482.01325, 93-08 210th St, Box 5508: L-162 o/s rptg working fire in a private dwelling., NYC249,2019-04-11, 16:06
PEN," Ringtown, Pennsylvania", 4 Alarm Fire,, 422 West Main St," Command req 4th alarm for tankers, heavy fire in a commercial bulding", PEN062,2019-04-11, 16:03
PEN," Ringtown, Pennsylvania", 3 Alarm Fire,, 422 West Main," U/D: 3rd alarm struck, 4th alarm Tanker Task Force", PEN311,2019-04-11, 16:01
LAX," Fullerton, California", Aircraft Down,, 4011 W Commonwealth Ave," Single engine aircraft overturned during landing at Fullerton Airport, no injuries rptd.", LAX032,2019-04-11, 12:58
COL," Centennial, Colorado", 1 Alarm Fire, DTRS, 6862 South Birch Way, Working attic fire in a single family dwelling., COL014,2019-04-11, 13:56
NJY," Paterson, New Jersey", Shooting/Stabbing,, 86 Temple St, U/D: EMS rptg 1 of the 2 shooting victims in traumatic arrest. CPR in progress., NJY025,2019-04-11, 15:56
LAX," Inglewood, California", Shooting/Stabbing,, Crenshaw Blvd & W 110th St.," PD o/s of a person shot in the head, victim in critical condition.", LAX032,2019-04-11, 12:55
WVA," Charleston, West Virginia", Veh Pursuit,, Maccorkle Ave. & Rt. 119, CPD in pursuit of vehicle that has now crashed. 2 injuries. Susp. In custody.Roadway is blocked., WVA006,2019-04-11, 15:54
LAX," Los Angeles, California", Perp Search/Chase, LAPD 5, 25825 S Vermont Ave, Harbor units o/s possible active shooter in Kaiser South Bay hospital. Locking down the area, LAX079,2019-04-11, 12:51
IND," Indianapolis, Indiana", 1 Alarm Fire,, 7878 Musket St, IFD o/s of a working fire in a 2 story apartment building., IND040,2019-04-11, 15:50
ILL," Bartlett, Illinois", 1 Alarm Fire,, 984 Grant St, General alarm reqd for fire showing from the roof of a 2 story ordinary dwelling., ILL085,2019-04-11, 14:45
WDC," Washington, Washington DC", Shooting/Stabbing,, 18th St & Good Hope Rd SE," DCPD o/s victim shot, unknown extent of injuries or suspect description", WDC011,2019-04-11, 15:44
PEN," Mahaffey, Pennsylvania", 2 Alarm Fire,, 616 E Main St, Working garage fire M/A:Cambria County M/A:Jefferson County, PEN242,2019-04-11, 15:42
NJY," Paterson, New Jersey", Shooting/Stabbing,, 86 Temple St, PFD o/s rptg 2 victims shot. Req ALS units., NJY025,2019-04-11, 15:39
NJY," Cranford, New Jersey", 3 Alarm Fire,, 43 Brookdale Place," Command req 3rd alarm, heavy fire in a 2.5 story dwelling, 1 victim removed, CPR in progress", NJY017,2019-04-11, 15:38
NJY," Crawford, New Jersey", 2 Alarm Fire,, 43 Brookdale Place," U/D:Disregard Page, Sent To Wrong Town, Fire Is In Cranford", NJY017,2019-04-11, 15:37
NJY," Cranford, New Jersey", 2 Alarm Fire,, 43 Brookdale Place," U/D: Corrected Town heavy fire in a 2.5 story dwelling, 1 victim rescued CPR in progress", NJY017,2019-04-11, 15:37
MAS," Greenfield, Massachusetts", Working Fire,, 16 Coolidge Ave, FD o/s rptg a grass fire that has extended to a dwelling. ACW, MAS263,2019-04-11, 15:36
MAR," Laytonsville, Maryland", Major Accident,, Damascus Rd & Griffith Rd," MCFR o/s MVC, 1 person trapped, several patients being evaluated by EMS", MAR137,2019-04-11, 15:34
PEN," Philadelphia, Pennsylvania", 1 Alarm Fire,, 1813 Segal St, PFD o/s fire showing from a 2 story dwelling 2 & 2 I/S, PEN062,2019-04-11, 15:29
MAS," Danvers, Massachusetts", Trauma Alert,, 10 Doty Ave, Crews o/s rptg a male took a fall of approx 12 feet. Rptg serious head trauma., MAS263,2019-04-11, 15:26
PEN," Philadelphia, Pennsylvania", Shooting/Stabbing,, 4807 Benner St, PD o/s with a male shot in the stomach. Suspect fled in a silver Nissan w/tinted windows., PEN043,2019-04-11, 15:25
PEN," Ringtown, Pennsylvania", 2 Alarm Fire,, 422 West Main St, Units o/s fire in a commercial building 2nd alarm requested, PEN062,2019-04-11, 15:24
DFW," Kaufman, Texas", Major Accident, SO 1, 6300 Hwy 243, FD O/S of a dumptruck rollover. Critical injury. 2 helos inbound. Fuel spilling. Hwy closed, DFW156,2019-04-11, 14:21
CAL," Newman, California", Major Accident,, I-5 N @ Sullivan Rd," CHP & CalFire o/s of MVA, wht truck o/t 50ft off roadway w/ confirmed fatality (DOA)", LAX310,2019-04-11, 12:20
MAR," North East, Maryland", 1 Alarm Fire,, 432 Lakeside Drive," FD o/s heavy fire in a house trailer, 1 line working", MAR137,2019-04-11, 15:18
NJY," Crawford, New Jersey", 2 Alarm Fire,, 43 Brookdale Place," FD o/s attic fire in a 2.5 story dwelling 2nd alarm called, lines operating, possible entrapement", NJY017,2019-04-11, 15:14
DFW," McKinney, Texas", Major Accident, TxDPS Base D, US-75 @ Virginia St, Trooper O/S with an MVA. Reporting victim unconscious & unresponsive. Requesting EMS/FD/PD to assist, DFW156,2019-04-11, 14:14
NYC," Brooklyn, New York", Missing Person, SOD, 282 E 35th St," Level 1 called for a missing 72 y/o B/F, shoulder length dredlocks, suffers from memory loss.", NYC249,2019-04-11, 15:14
FLA," Northport, Florida", Major Accident,, I-75 N/b @ Mm 173," FD/EMS o/s MVA with serious injuries, medevac req & enroute", FLA216,2019-04-11, 15:13
NYC," Queens, New York", 1 Alarm Fire All Hands, 482.01325, 27-20 Queens Plaza South," Box 7163: BC-45 rpts AHW fire in a 1-stry 80x50 restaurant. L-154 act L-116 FAST, DWH", NYC249,2019-04-11, 15:11
NJY," Crawford, New Jersey", 1 Alarm Fire,, 43 Brookdale Place, FD o/s smoke showing from B/C corner of a 2.5 story house, NJY017,2019-04-11, 15:10
SAN," La Mesa, California", Perp Search/Chase, S Law Tac 1, 5700 Gramble Rd., Foot search for a suspect who ran from a stolen car after a short pursuit. CHP & LMPD working., SAN029,2019-04-11, 12:07
NYC," Queens, New York", 1 Alarm Fire (10-75), 482.01325, 27-20 Queens Plaza South, Box 7163: Working fire transmitted for fire in a restaurant., NYC249,2019-04-11, 15:05
MAR," Rockville, Maryland", Major Accident,, 650 Hungerford Drive," MCFR o/s MVC involving a pedestrian struck, EMS transporting trauma patient", MAR137,2019-04-11, 15:03
DFW," Irving, Texas", 1 Alarm Fire,, 1619 E Grauwyler Rd, IFD o/s rptg fire on the 1st floor of a 2 story apartment building., DFW060,2019-04-11, 13:59
MAS," Upton, Massachusetts", Working Fire,, 55 Christian Hill Rd," Command o/s calling a W/F, fire showing from rear of a 2 story wood frame dwelling", MAS386,2019-04-11, 14:57
MAS," Upton, Massachusetts", 1 Alarm Fire,, 55 Christian Hill Rd, FD o/s smoke showing from a 2 story dwellin, MAS386,2019-04-11, 14:56
PEN," Yeadon, Pennsylvania", 1 Alarm Fire, 506.81250, 118 E Providence Rd," C16 o/s 2stry Twin House, Heavy Smoke in basement, requested Working Fire dispatched, 1 handline i/s", PEN018,2019-04-11, 14:49
NYK," Rochester, New York", Shooting/Stabbing,, 653 Park Ave," PD o/s victim stabbed in hand & stomach, no suspect info", NYK182,2019-04-11, 14:49
LAX," Glendora, California", Search & Rescue, 470.4125, Glendora Mt. Rd @ MM11," CalFire Chopper ons w ford pickup over the side, req ground units,full LACoFD USAR response enrt", LAX019,2019-04-11, 11:46
WAS," Seattle, Washington", Technical Rescue,, 100 Broadway E, SFD units using a stokes basket for an injured person on the 2nd floor of a bldg under construction, WAS001,2019-04-11, 11:44
ARI," Phoenix, Arizona", Brush Fire, A9 155.670, 4400 W Carefree Hwy, E56 onscene of a brush fire about 2-3 acres in size. 2 brush units & 3 Tankers enroute. M/A:Daisy Mountain, ARI666,2019-04-11, 12:41
FLA," Cape Coral, Florida", Shooting/Stabbing,, NE 39th Terrace & Gator Circle, PD reporting a male victim shot in the hand, FLA216,2019-04-11, 14:36
NYK," Brighton, New York", Major Accident, 154.385, Clover St & Monroe Ave," Units on scene with an MVA with at least 1 critical patient, 4 ambulances requested [NYK000]", ARI666,2019-04-11, 14:37
DFW," Irving, Texas", 1 Alarm Fire,, 1098 Walnut St," IFD o/s rptg fire in a 1 story single family residence, fire is now under control", DFW060,2019-04-11, 13:35
ARI," Phoenix, Arizona", 1 Alarm Fire, A8 153.770, 200 W Tamarisk St, BC5 onscene of a 1 story single family house with a W/F. 3-1 W/F assignment enroute., ARI666,2019-04-11, 12:29
ARI," Phoenix, Arizona", 1 Alarm Fire, A5 153.830, 2500 W Maryland Ave, E30 onscene of a apt with a W/F. 3-1 W/F assignment enroute., ARI666,2019-04-11, 12:27
NYK," Brighton, New York", 1 Alarm Fire, 154.385, Clover St & Monroe Ave," Units on scene with an MVA with at least 1 critical patient, 4 ambulances requested M/A:Henrietta [NYK000]", ARI666,2019-04-11, 14:25
NCA," Buies Creek, North Carolina", 2 Alarm Fire,, Main St & Leslie Campbell Ave," Units onscene of a 100,000 sq ft Student Union bldg under construction, hvy smoke & fire. Multi M/A. [CWP]", ARI666,2019-04-11, 14:23
LAX," Lancaster, California", 1 Alarm Fire,, 1804 Thomas Dr," LACoFD E117 o/s, fully involved RV that is adjacent to a 2 story dwelling, structure is threatened.", LAX032,2019-04-11, 11:23
MAS," Plymouth, Massachusetts", 1 Alarm Fire,, 42 Cherry St," U/D: Disregard page sent to wrong category, no fire in plymouth", MAS386,2019-04-11, 14:22
MAS," Plymouth, Massachusetts", Major Accident,, 42 Cherry St," FD o/s MVA with entrapment, medevac requested, L/Z @ Holmes reservation", MAS386,2019-04-11, 14:22
WSC," Waukesha, Wisconsin", Power Outage," WE Energies reports 1,168 customers without power. Unknown cause", WSC059, 13:15,2019-04-11,,
NYK," Poland, New York", 1 Alarm Fire,, 879 Grant Rd, FD o/s heavy smoke from a dwelling, NYK182,2019-04-11, 14:12
FLA," Suntree, Florida", Trauma Alert,, 961 Somerset Lane," BCFR o/s 61 Y/O male victim with burns to face & neck, first flight enroute L/Z @ Viera Hospital", FLA128,2019-04-11, 14:11
MAS," Plymouth, Massachusetts", 1 Alarm Fire,, 42 Cherry St," FD o/s MVA with entrapment, medevac requested, L/Z @ Holmes reservation", MAS386,2019-04-11, 14:09
OHI," Columbus, Ohio", Major Accident, Patrol 3, Roberts Rd & Rustling Oak Blvd, CPD on scene of 3 pedestrians struck by vehicle. 1 patient in full arrest., OHI065,2019-04-11, 14:04
HOU," Houston, Texas", Veh Pursuit,, Griggs Rd & S 75th St, U/D: One male in custody after pit maneuver at 1200 Broadway St, HOU039,2019-04-11, 12:36
WSC," Greenfield, Wisconsin", Veh Pursuit,, S 84th St & W Forest Home Ave," U/D: Vehicle crashed, 1 in custody.", WSC059,2019-04-11, 12:36
WSC," Greenfield, Wisconsin", Veh Pursuit,, S 84th St & W Forest Home Ave, GFPD in pursuit of a vehicle wanted for retail theft and hit & run., WSC059,2019-04-11, 12:34
HOU," Houston, Texas", Amber Alert, 85 year old man driving a 2007 red ford sports trac with the Kentucky tag 105GWA last seen on sunday, HOU027, 12:18,2019-04-11,,
ARI," Phoenix, Arizona", Shooting/Stabbing, K11 1610, 48th St & Kiowa St," U/D: Per CMD, R38 enrt Banner Desert, 40Yr M, Trauma Code, R43 enrt Chandler Regional with 30yr M M/A:Tempe", ARI666,2019-04-11, 11:13
HOU," Houston, Texas", Veh Pursuit,, Griggs Rd & S 75th St, HPD in pursuit of a truck occupied by 1 male wanted for possible warrants, HOU039,2019-04-11, 12:13
ARI," Phoenix, Arizona", Shooting/Stabbing, K11 1610, 48th St & Kiowa St," E38 o/s for a shooting, 2 victims, 1 pt is deceased, 1 Trauma Code, MVA involved. 1 Delayed pt. M/A:Tempe", ARI666,2019-04-11, 11:06
MCH," Pittsfield Twp, Michigan", 2 Alarm Fire, 81INTEROP4, 4811 Carpenter Rd, U/D: 2nd alarm for fire throughout a commercial bldg. 1 mile hazmat evacuation zone. Multi M/A., MCH048,2019-04-11, 13:00
ILL," Bristol Twp, Illinois", Working Fire,, 1270 E Beecher Rd, FD o/s of a heavy machinery fire. M/A reqd for tenders., ILL085,2019-04-11, 11:37
MCH," Pittsfield Twp, Michigan", 1 Alarm Fire, 81INTEROP4, 4811 Carpenter Rd, Tower 10-2 o/s heavy fire showing from a 1 story commercial bldg. Box requested w/ hazmat team., MCH048,2019-04-11, 12:34
LOU," New Orleans, Louisiana", 1 Alarm Fire,, 4400 Dauphine St, Eng 24 reports working fire on 4th floor of 5 story vacant navy yard complex bldg., LOU009,2019-04-11, 11:33
MAR," Lewistown, Maryland", Brush Fire,, 6929 Fish Hatchery Road," FD o/s large area of brush on fire, Brush Task Force response requested", MAR137,2019-04-11, 12:32
COL," Denver, Colorado", Shooting/Stabbing,, 100 Yuma St, DPD investigating a fatal shooting of a male victim., NYC249,2019-04-11, 10:19
MAS," Berlin, Massachusetts", Major Accident, 483.0625, I-495 N/B @ Rte. 62, A2 o/s Single Vehicle Accident- Vehicle Versus Stone Wall- E1 Requesting Life Flight., NHA023,2019-04-11, 12:17
